student_id,gender,school_type,city,parent_education,study_hours,attendance,sleep_hours,activities,internet,math,science,arabic,english
S0270,أنثى,أهلية,الرياض,ثانوي,19.7,84.4,7.8,نعم,نعم,80,91,94,97
S0271,أنثى,حكومية,جدة,ثانوي,22.7,85.4,,لا,لا,56,59,63,64
S0272,ذكر,حكومية,جدة,ثانوي,1.4,89.4,6.6,لا,نعم,35,58,52,51
S0273,أنثى,حكومية,جدة,جامعي,6.8,71.3,7.9,لا,نعم,53,55,66,58
S0274,أنثى,حكومية,الرياض,ابتدائي,4.2,85.9,7.3,لا,نعم,48,56,62,47
S0275,أنثى,أهلية,أبها,ثانوي,13.6,84.6,5.8,نعم,نعم,92,57,65,70
S0276,أنثى,حكومية,الرياض,ثانوي,,85.9,6.9,لا,نعم,67,61,72,74
S0277,أنثى,أهلية,جدة,جامعي,1.1,82.8,5.4,نعم,نعم,36,51,48,60
S0278,أنثى,حكومية,الدمام,ابتدائي,12.9,100,,لا,نعم,78,64,81,83
S0279,أنثى,حكومية,أبها,جامعي,11.4,72.2,5.3,نعم,نعم,47,51,56,54
S0280,ذكر,حكومية,جدة,ابتدائي,3.9,78.0,6.6,لا,نعم,37,45,48,47
S0281,ذكر,حكومية,الدمام,ثانوي,16.0,85.5,4.6,لا,نعم,67,65,83,74
S0282,أنثى,أهلية,الرياض,ثانوي,14.6,77.3,6.7,نعم,نعم,64,63,71,58
S0283,ذكر,أهلية,الرياض,جامعي,13.2,100,7.7,نعم,لا,76,83,80,74
S0284,ذكر,أهلية,أبها,جامعي,18.1,94.7,5.8,لا,نعم,58,69,66,63
S0285,أنثى,أهلية,الدمام,جامعي,11.8,89.6,5.8,لا,نعم,59,58,64,60
S0286,أنثى,أهلية,الرياض,جامعي,11.8,90.4,,لا,نعم,55,66,61,77
S0287,أنثى,حكومية,الرياض,ابتدائي,7.2,81.3,6.6,لا,نعم,50,56,53,52
S0288,أنثى,حكومية,أبها,ثانوي,12.4,82.6,5.5,لا,نعم,63,54,58,58
S0289,أنثى,حكومية,الرياض,جامعي,3.9,99.7,7.5,نعم,نعم,64,66,63,58
S0290,ذكر,حكومية,جدة,دراسات عليا,16.0,92.4,6.9,لا,نعم,76,78,89,82
S0291,ذكر,حكومية,الرياض,جامعي,2.3,87.4,6.1,نعم,نعم,40,50,54,46
S0292,أنثى,أهلية,الرياض,ثانوي,7.0,82.0,6.2,نعم,نعم,48,53,69,68
S0293,ذكر,حكومية,الرياض,ثانوي,17.0,88.9,7.5,لا,نعم,68,73,80,73
S0294,أنثى,حكومية,أبها,جامعي,21.6,97.9,7.2,نعم,نعم,92,97,92,90
S0295,ذكر,حكومية,جدة,ابتدائي,7.6,72.9,7.7,نعم,نعم,29,33,40,36
S0296,أنثى,حكومية,الرياض,ابتدائي,,73.8,8.7,لا,نعم,79,89,94,86
S0297,أنثى,حكومية,الرياض,دراسات عليا,16.9,81.8,7.3,لا,نعم,64,62,75,73
S0298,أنثى,حكومية,أبها,جامعي,3.6,77.9,6.7,لا,نعم,31,36,41,38
S0299,أنثى,حكومية,جدة,ثانوي,10.9,76.9,7.8,لا,نعم,55,61,61,42
S0300,ذكر,حكومية,الدمام,جامعي,0,87.0,7.8,لا,نعم,48,49,55,53
S0301,أنثى,حكومية,الرياض,دراسات عليا,11.4,77.5,9.0,نعم,لا,43,47,58,59
S0302,ذكر,حكومية,الرياض,جامعي,10.2,68.0,6.9,نعم,نعم,42,47,56,51
S0303,أنثى,حكومية,الدمام,دراسات عليا,8.5,95.6,7.1,لا,نعم,62,75,76,67
S0304,ذكر,حكومية,جدة,ثانوي,2.5,91.5,5.5,نعم,نعم,47,47,59,52
S0305,أنثى,حكومية,الدمام,جامعي,19.3,84.7,7.5,لا,نعم,65,70,91,65
S0306,أنثى,حكومية,جدة,ثانوي,11.0,80.9,9.3,نعم,نعم,73,70,71,62
S0307,ذكر,حكومية,الرياض,ثانوي,5.0,91.1,5.6,نعم,نعم,40,38,50,47
S0308,أنثى,أهلية,الرياض,ثانوي,9.2,85.0,5.5,نعم,نعم,60,70,72,79
S0309,أنثى,حكومية,الدمام,جامعي,8.4,72.6,7.5,نعم,نعم,63,50,66,59
S0310,أنثى,حكومية,جدة,ابتدائي,14.9,84.1,6.7,لا,نعم,66,73,81,67
S0311,ذكر,أهلية,الدمام,جامعي,11.2,90.5,5.8,لا,لا,58,78,65,64
S0312,ذكر,أهلية,جدة,جامعي,22.6,90.7,6.4,لا,نعم,100,88,91,100
S0313,أنثى,حكومية,الدمام,ثانوي,25.7,88.3,7.5,نعم,نعم,74,80,77,81
S0314,ذكر,أهلية,الرياض,ثانوي,14.8,87.7,7.0,لا,نعم,69,56,79,83
S0315,ذكر,أهلية,جدة,جامعي,7.7,92.5,7.8,لا,نعم,52,52,71,63
S0316,أنثى,حكومية,أبها,جامعي,19.2,95.1,6.7,لا,نعم,73,79,77,80
S0317,ذكر,أهلية,أبها,دراسات عليا,10.2,75.0,7.9,لا,نعم,61,70,77,76
S0318,ذكر,حكومية,أبها,ثانوي,18.3,91.7,6.0,لا,نعم,71,71,76,63
S0319,أنثى,أهلية,الرياض,ابتدائي,,83.7,6.0,نعم,نعم,54,67,61,60
S0320,ذكر,حكومية,الدمام,ثانوي,8.4,84.0,7.3,لا,لا,45,52,65,53
S0321,ذكر,حكومية,جدة,جامعي,9.8,90.9,6.6,لا,نعم,68,71,77,73
S0322,أنثى,أهلية,الرياض,ثانوي,7.0,99.4,6.5,لا,نعم,63,90,79,86
S0323,ذكر,حكومية,الرياض,جامعي,7.9,92.1,6.8,لا,نعم,49,69,77,59
S0324,ذكر,حكومية,الرياض,جامعي,13.4,88.8,7.7,لا,نعم,84,87,93,74
S0325,ذكر,حكومية,أبها,ابتدائي,3.3,71.4,8.9,نعم,نعم,51,32,47,28
S0326,ذكر,أهلية,الدمام,جامعي,16.4,89.4,8.2,لا,لا,64,74,71,70
S0327,ذكر,حكومية,الرياض,ثانوي,9.8,93.3,5.9,لا,لا,46,56,58,38
S0328,ذكر,أهلية,الدمام,جامعي,3.5,86.5,8.3,نعم,نعم,48,45,59,45
S0329,ذكر,حكومية,جدة,ثانوي,13.9,85.0,8.3,نعم,نعم,58,52,57,57
S0330,ذكر,حكومية,الرياض,دراسات عليا,19.0,89.5,7.9,لا,نعم,81,74,85,77
S0331,ذكر,حكومية,الرياض,ابتدائي,7.4,93.5,8.2,نعم,نعم,50,43,62,54
S0332,ذكر,حكومية,أبها,ثانوي,1.7,86.2,6.7,نعم,نعم,36,56,61,45
S0333,ذكر,أهلية,جدة,جامعي,6.0,78.8,6.5,لا,نعم,50,48,54,61
S0334,أنثى,أهلية,جدة,جامعي,16.2,80.7,7.7,نعم,نعم,57,78,78,80
S0335,ذكر,حكومية,جدة,ثانوي,4.7,94.5,6.7,لا,نعم,46,62,72,56
S0336,أنثى,أهلية,الرياض,ثانوي,7.7,95.3,6.8,لا,لا,67,76,73,75
S0337,أنثى,حكومية,أبها,جامعي,8.8,85.9,7.7,نعم,نعم,66,54,63,56
S0338,أنثى,أهلية,الدمام,جامعي,21.4,86.3,5.6,نعم,نعم,77,86,77,73
S0339,ذكر,حكومية,الرياض,جامعي,20.2,80.0,5.9,لا,نعم,66,73,77,69
S0340,أنثى,حكومية,الرياض,جامعي,7.9,79.1,7.1,نعم,نعم,49,38,58,49
S0341,أنثى,حكومية,الدمام,ثانوي,15.4,97.9,5.7,لا,نعم,67,63,80,64
S0342,أنثى,حكومية,الرياض,جامعي,13.7,100,6.7,لا,لا,78,89,83,85
S0343,أنثى,حكومية,أبها,ثانوي,14.7,86.5,6.9,لا,نعم,53,71,75,67
S0344,أنثى,حكومية,جدة,ثانوي,7.7,86.7,6.6,لا,نعم,57,64,72,59
S0345,أنثى,حكومية,الرياض,ثانوي,9.6,90.9,7.6,لا,نعم,56,63,59,58
S0346,أنثى,حكومية,جدة,جامعي,4.1,100,4.8,نعم,نعم,63,56,72,52
S0347,ذكر,حكومية,الرياض,دراسات عليا,16.9,74.0,7.2,نعم,نعم,73,81,81,78
S0348,أنثى,حكومية,الرياض,ثانوي,10.1,95.5,5.1,لا,نعم,61,65,69,62
S0349,أنثى,أهلية,أبها,ثانوي,14.9,88.4,7.1,لا,نعم,81,86,82,83
S0350,ذكر,حكومية,الرياض,جامعي,7.9,85.5,4.6,نعم,نعم,48,62,55,47
S0351,أنثى,حكومية,جدة,جامعي,17.1,81.1,5.9,لا,لا,62,58,76,56
S0352,أنثى,أهلية,جدة,جامعي,18.0,92.2,5.7,نعم,نعم,79,76,90,80
S0353,ذكر,حكومية,الرياض,جامعي,7.4,94.7,6.8,نعم,نعم,79,75,88,81
S0354,ذكر,حكومية,الرياض,جامعي,7.2,100,7.4,لا,نعم,64,66,72,69
S0355,ذكر,حكومية,جدة,جامعي,1.7,81.3,4.8,لا,نعم,55,48,46,47
S0356,ذكر,حكومية,الرياض,ثانوي,19.0,88.7,7.8,لا,نعم,58,79,80,75
S0357,أنثى,أهلية,الرياض,جامعي,,89.8,7.8,لا,نعم,100,93,100,90
S0358,أنثى,حكومية,أبها,جامعي,10.2,86.6,7.0,نعم,نعم,71,79,79,71
S0359,ذكر,أهلية,الرياض,ثانوي,5.8,85.5,8.7,نعم,نعم,84,66,75,73
S0360,أنثى,حكومية,الرياض,ثانوي,16.3,79.0,7.0,نعم,نعم,49,50,61,49
S0361,أنثى,حكومية,الدمام,ابتدائي,,91.6,7.2,لا,نعم,54,63,61,55
S0362,ذكر,حكومية,أبها,دراسات عليا,10.8,100,6.3,نعم,نعم,78,88,91,76
S0363,أنثى,أهلية,جدة,جامعي,0,100,8.8,لا,نعم,68,69,71,64
S0364,ذكر,حكومية,الدمام,جامعي,8.5,88.4,5.2,نعم,نعم,68,61,62,64
S0365,أنثى,حكومية,الرياض,ثانوي,25.0,71.4,6.7,لا,لا,63,68,70,59
S0366,ذكر,حكومية,الدمام,ابتدائي,4.8,89.7,5.6,نعم,نعم,51,59,65,69
S0367,أنثى,حكومية,الرياض,دراسات عليا,22.9,77.3,8.0,نعم,لا,65,62,80,69
S0368,أنثى,حكومية,الرياض,ثانوي,16.4,89.9,,لا,لا,78,85,83,82
S0369,ذكر,حكومية,الرياض,ثانوي,9.5,96.6,8.7,نعم,لا,63,71,69,51
S0370,أنثى,أهلية,أبها,جامعي,14.5,78.5,8.1,لا,نعم,59,71,64,66
S0371,أنثى,حكومية,الرياض,جامعي,10.5,90.2,9.8,لا,نعم,56,67,71,64
S0372,أنثى,حكومية,الدمام,دراسات عليا,9.1,86.0,6.0,لا,نعم,71,63,80,62
S0373,ذكر,حكومية,جدة,ابتدائي,2.2,92.4,6.9,لا,نعم,51,56,58,60
S0374,ذكر,حكومية,الرياض,ابتدائي,13.3,90.1,7.4,نعم,لا,55,70,76,75
S0375,ذكر,حكومية,أبها,ثانوي,7.1,81.0,5.4,لا,لا,58,47,51,37
S0376,ذكر,حكومية,الرياض,ابتدائي,10.9,83.7,6.7,نعم,لا,70,65,69,66
S0377,ذكر,حكومية,الرياض,ثانوي,11.5,83.5,6.5,لا,نعم,68,64,68,63
S0378,ذكر,حكومية,جدة,ثانوي,16.1,98.3,6.5,نعم,نعم,66,70,81,79
S0379,أنثى,حكومية,الدمام,ابتدائي,16.4,80.2,8.0,لا,نعم,72,68,70,64
S0380,أنثى,أهلية,الدمام,ابتدائي,8.6,74.2,,نعم,نعم,46,64,56,52
S0381,أنثى,حكومية,أبها,ثانوي,11.0,88.0,7.7,لا,نعم,56,63,71,56
S0382,ذكر,حكومية,الرياض,ثانوي,16.6,87.3,7.0,نعم,نعم,83,67,68,58
S0383,ذكر,حكومية,الدمام,جامعي,8.9,83.0,7.7,لا,نعم,61,68,67,66
S0384,ذكر,حكومية,أبها,ثانوي,5.0,89.8,7.7,لا,لا,61,63,66,64
S0385,ذكر,حكومية,الدمام,ثانوي,12.9,100,5.4,نعم,لا,58,64,68,64
S0386,أنثى,حكومية,الرياض,ثانوي,15.4,87.0,5.8,نعم,نعم,67,77,83,71
S0387,أنثى,حكومية,الرياض,ثانوي,10.8,81.0,7.0,لا,نعم,69,50,66,61
S0388,أنثى,حكومية,أبها,جامعي,9.4,88.8,7.8,نعم,نعم,64,66,75,66
S0389,أنثى,حكومية,جدة,جامعي,23.1,91.2,6.6,لا,نعم,95,93,100,99
S0390,ذكر,أهلية,جدة,جامعي,10.0,80.6,10,نعم,نعم,73,70,75,76
S0391,أنثى,حكومية,جدة,جامعي,26.3,87.9,7.6,نعم,نعم,91,100,100,100
S0392,أنثى,حكومية,الرياض,جامعي,16.1,86.5,6.1,لا,نعم,67,65,61,69
S0393,أنثى,حكومية,الرياض,جامعي,15.6,86.4,7.1,نعم,نعم,74,60,77,80
S0394,أنثى,حكومية,الرياض,جامعي,11.3,100,6.3,لا,نعم,66,63,78,83
S0395,أنثى,حكومية,الدمام,ثانوي,9.4,82.9,7.1,لا,نعم,58,54,67,61
S0396,ذكر,حكومية,أبها,ابتدائي,5.9,84.8,5.0,لا,نعم,37,48,53,50
S0397,ذكر,حكومية,أبها,ثانوي,12.5,89.9,8.0,لا,نعم,74,67,75,67
S0398,ذكر,حكومية,الرياض,جامعي,14.8,90.7,6.8,نعم,نعم,80,82,78,66
S0399,ذكر,حكومية,جدة,ثانوي,12.3,82.1,6.9,نعم,لا,58,55,66,67
S0400,ذكر,حكومية,جدة,ثانوي,15.3,94.1,4.6,لا,لا,57,74,71,67
S0401,ذكر,أهلية,أبها,ثانوي,15.0,77.4,5.9,لا,نعم,63,58,60,64
S0402,أنثى,حكومية,جدة,ثانوي,8.7,77.8,6.0,لا,نعم,43,40,56,44
S0403,ذكر,أهلية,الدمام,ثانوي,12.3,93.2,4.7,نعم,لا,57,59,70,64
S0404,أنثى,حكومية,أبها,جامعي,17.1,84.6,6.9,لا,نعم,67,67,80,79
S0405,ذكر,حكومية,الدمام,ابتدائي,11.3,94.8,4.4,نعم,نعم,66,63,68,71
S0406,ذكر,حكومية,أبها,ثانوي,13.0,79.4,5.5,لا,لا,57,59,60,52
S0407,أنثى,حكومية,جدة,جامعي,13.8,78.8,5.3,لا,نعم,58,66,67,58
S0408,ذكر,حكومية,الرياض,ثانوي,0,88.2,9.2,لا,لا,52,55,62,65
S0409,ذكر,حكومية,جدة,جامعي,7.5,85.6,8.1,نعم,نعم,62,69,79,69
S0410,ذكر,حكومية,الدمام,ثانوي,,79.8,8.7,لا,نعم,69,59,70,61
S0411,ذكر,حكومية,جدة,جامعي,3.2,84.6,5.1,نعم,نعم,53,52,56,46
S0412,ذكر,أهلية,جدة,جامعي,6.4,82.8,5.6,نعم,نعم,50,63,62,52
S0413,أنثى,حكومية,الدمام,ابتدائي,17.6,92.8,8.1,لا,نعم,72,84,84,82
S0414,أنثى,حكومية,أبها,جامعي,,87.3,7.2,لا,نعم,87,88,100,89
S0415,ذكر,حكومية,الرياض,ثانوي,8.3,100,6.6,لا,نعم,66,67,70,64
S0416,ذكر,حكومية,الدمام,دراسات عليا,5.3,76.2,7.1,نعم,نعم,56,49,50,34
S0417,أنثى,أهلية,الرياض,ابتدائي,16.1,100,7.7,لا,نعم,83,79,86,85
S0418,أنثى,حكومية,الرياض,ابتدائي,8.3,85.0,,نعم,لا,42,52,56,55
S0419,أنثى,حكومية,أبها,ثانوي,12.1,100,5.7,لا,نعم,64,72,79,74
S0420,أنثى,أهلية,جدة,جامعي,17.4,85.3,4.7,لا,نعم,61,77,82,73
S0421,ذكر,حكومية,جدة,ثانوي,10.5,100,7.8,نعم,لا,66,72,71,58
S0422,ذكر,حكومية,الدمام,جامعي,13.1,84.5,4.7,لا,لا,77,84,80,68
S0423,ذكر,أهلية,الرياض,ابتدائي,15.4,100,7.5,لا,نعم,70,86,93,86
S0424,أنثى,حكومية,الرياض,جامعي,13.9,100,5.9,لا,نعم,58,68,85,57
S0425,ذكر,حكومية,جدة,دراسات عليا,13.0,86.8,7.3,لا,نعم,66,80,80,74
S0426,أنثى,حكومية,جدة,دراسات عليا,22.0,81.5,7.0,نعم,نعم,76,77,82,76
S0427,أنثى,أهلية,جدة,دراسات عليا,15.0,74.6,6.5,لا,نعم,67,78,81,71
S0428,ذكر,حكومية,أبها,جامعي,2.2,88.3,7.6,نعم,لا,44,58,52,55
S0429,ذكر,حكومية,الدمام,ثانوي,0,95.1,4.6,لا,نعم,52,54,53,46
S0430,أنثى,حكومية,الدمام,ثانوي,14.7,93.0,8.5,لا,لا,65,62,69,65
S0431,أنثى,حكومية,الدمام,جامعي,8.4,100,7.6,نعم,نعم,78,66,83,91
S0432,أنثى,حكومية,جدة,ثانوي,25.7,87.2,,لا,نعم,100,100,100,98
S0433,أنثى,حكومية,الرياض,ابتدائي,16.7,92.7,9.2,نعم,نعم,83,81,93,86
S0434,أنثى,حكومية,الرياض,ابتدائي,,80.3,7.1,نعم,نعم,75,80,84,80
S0435,ذكر,حكومية,جدة,جامعي,8.9,82.8,7.4,لا,نعم,63,66,81,65
S0436,ذكر,حكومية,جدة,جامعي,11.3,81.6,7.2,لا,نعم,57,58,66,66
S0437,ذكر,حكومية,جدة,جامعي,14.6,96.2,7.0,لا,لا,71,65,84,74
S0438,أنثى,أهلية,الدمام,جامعي,21.4,81.6,5.9,لا,نعم,81,84,73,82
S0439,ذكر,حكومية,جدة,جامعي,19.0,98.0,8.2,لا,نعم,82,79,81,70
S0440,ذكر,حكومية,الرياض,ابتدائي,3.2,77.3,8.0,نعم,نعم,59,58,71,56
S0441,أنثى,حكومية,أبها,ابتدائي,10.7,96.4,5.5,نعم,نعم,53,69,74,57
S0442,أنثى,حكومية,أبها,دراسات عليا,16.1,87.0,6.4,نعم,نعم,62,74,83,76
S0443,أنثى,حكومية,الدمام,ابتدائي,4.9,100,6.4,لا,نعم,74,63,79,67
S0444,ذكر,حكومية,أبها,جامعي,6.0,83.5,7.1,نعم,نعم,64,54,59,61
S0445,أنثى,حكومية,الرياض,دراسات عليا,5.2,99.6,8.0,لا,لا,45,53,64,66
S0446,ذكر,حكومية,جدة,جامعي,15.8,82.2,5.9,نعم,لا,56,62,66,59
S0447,أنثى,حكومية,جدة,ثانوي,,89.5,7.0,نعم,لا,72,82,74,76
S0448,ذكر,حكومية,الدمام,ثانوي,9.2,86.1,8.3,لا,نعم,71,82,83,61
S0449,أنثى,حكومية,جدة,جامعي,6.7,84.2,5.1,نعم,نعم,60,56,61,64
S0450,ذكر,حكومية,الرياض,جامعي,15.4,82.0,6.7,لا,لا,65,79,76,74
S0451,أنثى,حكومية,جدة,ثانوي,8.2,75.6,7.6,نعم,نعم,33,35,48,45
S0452,ذكر,حكومية,أبها,ابتدائي,12.5,86.4,5.9,لا,نعم,58,75,70,75
S0453,ذكر,حكومية,أبها,دراسات عليا,7.9,84.3,7.9,نعم,نعم,71,76,74,64
S0454,ذكر,حكومية,جدة,دراسات عليا,13.9,85.4,6.1,لا,نعم,78,83,83,68
S0455,ذكر,حكومية,الرياض,ثانوي,8.6,99.6,6.9,نعم,نعم,64,60,67,54
S0456,أنثى,حكومية,الدمام,جامعي,11.3,91.8,6.7,نعم,لا,74,78,83,74
S0457,أنثى,حكومية,الرياض,ابتدائي,12.5,72.7,,لا,نعم,62,42,67,57
S0458,أنثى,حكومية,الرياض,دراسات عليا,12.6,83.0,5.9,نعم,نعم,68,74,90,68
S0459,ذكر,أهلية,أبها,ثانوي,22.0,78.4,6.8,لا,نعم,71,83,92,92
S0460,ذكر,حكومية,الرياض,جامعي,11.8,81.2,6.5,لا,نعم,44,50,52,53
S0461,أنثى,حكومية,الرياض,جامعي,15.6,100,7.3,لا,نعم,86,97,86,100
S0462,أنثى,حكومية,الرياض,ثانوي,17.2,93.7,7.0,لا,نعم,63,73,79,73
S0463,أنثى,حكومية,الرياض,دراسات عليا,7.4,97.9,7.6,نعم,نعم,64,67,68,63
S0464,ذكر,أهلية,الرياض,ثانوي,9.1,94.6,6.4,لا,نعم,60,69,72,86
S0465,ذكر,حكومية,الرياض,جامعي,13.8,85.9,7.1,نعم,لا,34,52,49,51
S0466,أنثى,حكومية,الرياض,جامعي,10.8,74.8,7.4,لا,نعم,67,70,83,68
S0467,أنثى,حكومية,الرياض,جامعي,21.4,70.3,6.3,لا,نعم,72,52,69,57
S0468,أنثى,أهلية,الدمام,دراسات عليا,21.2,89.1,6.6,نعم,نعم,70,75,74,77
S0469,أنثى,حكومية,الرياض,ثانوي,11.1,91.7,7.5,نعم,نعم,72,72,77,75
S0470,ذكر,حكومية,جدة,ثانوي,16.3,100,8.6,لا,لا,76,86,85,76
S0471,ذكر,حكومية,جدة,ثانوي,7.8,90.7,7.3,نعم,نعم,66,68,70,66
S0472,ذكر,حكومية,الرياض,دراسات عليا,6.5,71.0,5.8,نعم,نعم,48,55,56,28
S0473,أنثى,حكومية,الرياض,ثانوي,17.8,77.6,6.3,لا,نعم,65,66,84,80
S0474,ذكر,حكومية,أبها,ثانوي,0,93.7,6.0,لا,لا,53,47,51,33
S0475,أنثى,أهلية,الرياض,جامعي,12.9,97.9,7.3,لا,نعم,71,75,86,85
S0476,ذكر,أهلية,الرياض,ثانوي,3.5,90.2,,لا,نعم,51,56,62,66
S0477,ذكر,حكومية,جدة,جامعي,0.5,93.9,5.9,لا,نعم,40,49,42,45
S0478,ذكر,أهلية,الدمام,ثانوي,15.8,96.0,6.0,لا,لا,49,56,63,66
S0479,أنثى,حكومية,أبها,ثانوي,13.5,91.4,5.9,لا,نعم,65,64,65,51
S0480,أنثى,حكومية,جدة,دراسات عليا,14.5,84.9,7.5,لا,نعم,66,78,70,60
S0481,ذكر,أهلية,جدة,جامعي,10.8,89.8,7.2,لا,نعم,67,84,88,81
S0482,أنثى,أهلية,الدمام,ابتدائي,2.5,96.7,6.0,نعم,نعم,45,44,61,55
S0483,ذكر,حكومية,الدمام,جامعي,11.5,86.5,6.5,لا,نعم,61,68,72,72
S0484,ذكر,أهلية,الرياض,ثانوي,16.3,100,7.2,لا,نعم,76,74,77,71
S0485,أنثى,أهلية,الرياض,ثانوي,12.2,96.1,8.1,نعم,نعم,58,57,72,75
S0486,ذكر,أهلية,أبها,جامعي,7.6,99.9,8.2,لا,نعم,73,66,70,73
S0487,ذكر,حكومية,الرياض,ثانوي,13.6,100,5.3,نعم,نعم,67,72,70,83
S0488,أنثى,أهلية,جدة,ابتدائي,15.2,82.5,6.7,لا,نعم,59,66,67,63
S0489,ذكر,أهلية,الدمام,دراسات عليا,9.5,91.5,4.8,لا,نعم,71,66,71,66
S0490,ذكر,أهلية,جدة,جامعي,12.9,92.1,,نعم,نعم,70,67,73,79
S0491,أنثى,حكومية,جدة,ثانوي,11.6,84.0,9.2,لا,نعم,72,77,72,76
S0492,أنثى,أهلية,جدة,ثانوي,5.6,97.3,8.0,لا,نعم,63,66,68,69
S0493,ذكر,أهلية,جدة,ثانوي,4.2,100,8.1,نعم,نعم,80,67,64,63
S0494,ذكر,حكومية,جدة,دراسات عليا,11.7,84.5,6.1,لا,نعم,61,63,61,63
S0495,أنثى,حكومية,الدمام,ابتدائي,12.1,85.9,6.9,لا,لا,49,60,64,55
S0496,أنثى,حكومية,جدة,ثانوي,16.8,96.2,6.5,لا,نعم,71,86,82,76
S0497,أنثى,أهلية,الرياض,جامعي,20.0,82.0,5.9,نعم,نعم,77,67,76,73
S0498,أنثى,حكومية,جدة,جامعي,16.7,81.5,7.9,نعم,نعم,65,71,69,84
S0499,أنثى,حكومية,جدة,ثانوي,9.5,83.6,5.6,نعم,نعم,36,45,57,42
S0500,ذكر,حكومية,الرياض,ثانوي,16.6,95.9,7.3,نعم,نعم,60,58,75,77
S0501,ذكر,حكومية,الدمام,جامعي,18.8,82.5,5.9,نعم,نعم,61,73,76,74
S0502,ذكر,حكومية,جدة,ثانوي,15.7,86.8,6.5,نعم,نعم,65,77,81,67
S0503,ذكر,حكومية,الدمام,دراسات عليا,8.9,92.0,7.5,نعم,نعم,88,86,85,84
S0504,أنثى,حكومية,جدة,جامعي,23.3,96.6,6.6,نعم,نعم,96,99,88,90
S0505,أنثى,حكومية,أبها,جامعي,7.9,92.9,7.0,نعم,نعم,72,70,76,72
S0506,أنثى,حكومية,جدة,ثانوي,11.5,83.0,7.2,لا,نعم,56,63,73,58
S0507,ذكر,أهلية,الرياض,ابتدائي,9.9,93.3,6.1,لا,نعم,55,65,65,59
S0508,ذكر,أهلية,الدمام,ثانوي,21.6,80.9,7.2,لا,نعم,77,94,80,100
S0509,أنثى,حكومية,جدة,جامعي,9.3,100,5.8,نعم,نعم,80,85,78,77
S0510,ذكر,حكومية,الدمام,جامعي,9.0,72.0,7.3,لا,نعم,54,64,68,61
S0511,أنثى,حكومية,الرياض,جامعي,16.8,94.6,6.9,لا,نعم,76,78,83,74
S0512,ذكر,حكومية,جدة,ثانوي,,91.0,7.7,لا,نعم,46,71,69,76
S0513,أنثى,حكومية,أبها,ثانوي,14.7,85.7,5.1,لا,نعم,63,60,67,71
S0514,ذكر,أهلية,أبها,جامعي,8.6,72.3,7.2,نعم,نعم,45,62,55,68
S0515,ذكر,حكومية,الرياض,ثانوي,13.0,83.6,8.5,لا,نعم,83,74,86,72
S0516,أنثى,حكومية,جدة,جامعي,6.5,99.9,7.1,لا,نعم,53,54,61,58
S0517,أنثى,حكومية,جدة,جامعي,12.6,88.9,4.7,نعم,لا,50,52,57,53
S0518,ذكر,حكومية,أبها,جامعي,20.8,100,6.1,نعم,نعم,89,96,93,77
S0519,ذكر,حكومية,الدمام,ثانوي,4.2,82.3,6.7,نعم,نعم,46,49,54,49
S0520,ذكر,حكومية,جدة,ابتدائي,11.8,83.1,8.1,لا,نعم,55,54,59,54
S0521,أنثى,حكومية,أبها,ثانوي,17.1,65.7,6.0,نعم,نعم,54,54,57,56
S0522,أنثى,أهلية,الدمام,ثانوي,11.3,80.7,7.0,لا,نعم,56,60,62,63
S0523,أنثى,حكومية,الرياض,جامعي,7.5,78.2,9.3,لا,نعم,62,70,74,62
S0524,ذكر,حكومية,الدمام,ثانوي,11.1,80.4,7.2,نعم,نعم,67,72,74,70
S0525,ذكر,حكومية,جدة,جامعي,7.0,95.6,5.4,نعم,نعم,57,56,50,53
S0526,ذكر,أهلية,جدة,دراسات عليا,9.5,92.4,6.4,نعم,نعم,55,58,68,51
S0527,أنثى,أهلية,أبها,جامعي,13.6,84.9,,نعم,نعم,78,76,87,94
S0528,ذكر,حكومية,أبها,ابتدائي,18.0,78.1,8.2,لا,لا,74,57,68,75
S0529,ذكر,أهلية,الرياض,جامعي,20.6,79.8,7.5,نعم,نعم,67,84,83,76
S0530,ذكر,أهلية,الرياض,ثانوي,5.9,75.7,5.9,لا,نعم,50,55,58,71
S0531,أنثى,حكومية,جدة,ثانوي,5.7,76.5,6.4,لا,لا,42,64,71,59
S0532,أنثى,أهلية,الرياض,دراسات عليا,18.2,94.4,8.0,لا,نعم,84,82,81,95
S0533,ذكر,حكومية,جدة,جامعي,16.0,95.8,7.7,نعم,لا,76,85,87,72
S0534,أنثى,حكومية,جدة,جامعي,13.0,90.4,6.3,نعم,نعم,62,71,73,66
S0535,أنثى,أهلية,الدمام,ثانوي,0.7,93.4,6.2,لا,لا,46,52,58,52
S0536,ذكر,حكومية,الرياض,جامعي,17.9,83.5,8.1,نعم,نعم,71,57,67,71
S0537,ذكر,أهلية,الدمام,ابتدائي,13.8,100,6.1,لا,نعم,66,69,70,69
S0538,ذكر,حكومية,جدة,ثانوي,13.9,70.7,7.1,نعم,نعم,52,64,67,47
S0539,أنثى,حكومية,جدة,جامعي,13.0,87.4,7.6,نعم,نعم,73,63,62,67
S0540,أنثى,حكومية,جدة,جامعي,10.9,77.2,7.9,لا,نعم,74,74,75,69
