order_id,order_date,city,category,product,unit_price,quantity,discount,payment_method,customer_type,rating
ORD-10259,2025-03-03,جدة,ملابس,جاكيت,199,2,0,الدفع عند الاستلام,عائد,4
ORD-10260,2025-03-03,الرياض,أغذية,تمر فاخر,95,3,0,محفظة إلكترونية,جديد,5
ORD-10261,2025-03-03,جدة,المنزل,مصباح مكتب,89,1,0,بطاقة,عائد,5
ORD-10262,2025-03-03,المدينة,ملابس,جاكيت,199,1,0,بطاقة,جديد,4
ORD-10263,2025-03-03,مكة,إلكترونيات,سماعة لاسلكية,149,1,0.05,محفظة إلكترونية,جديد,4
ORD-10264,2025-03-04,مكة,المنزل,وسادة طبية,119,1,0,بطاقة,جديد,4
ORD-10265,2025-03-04,الرياض,كتب,رواية,45,4,0,محفظة إلكترونية,جديد,5
ORD-10266,2025-03-04,أبها,ملابس,حذاء رياضي,249,2,0.05,بطاقة,عائد,5
ORD-10267,2025-03-04,أبها,أغذية,عسل سدر,180,1,0,بطاقة,عائد,4
ORD-10268,2025-03-04,الدمام,إلكترونيات,لوحة مفاتيح,129,2,0,بطاقة,عائد,4
ORD-10269,2025-03-04,الرياض,ملابس,قميص قطني,79,1,0,بطاقة,جديد,4
ORD-10270,2025-03-04,الرياض,كتب,رواية,45,1,0,محفظة إلكترونية,عائد,5
ORD-10271,2025-03-05,الدمام,كتب,كتاب برمجة,120,1,0,بطاقة,عائد,4
ORD-10272,2025-03-05,المدينة,المنزل,مصباح مكتب,89,4,0,الدفع عند الاستلام,عائد,4
ORD-10273,2025-03-05,جدة,أغذية,عسل سدر,180,1,0.05,بطاقة,عائد,1
ORD-10274,2025-03-05,الرياض,أغذية,تمر فاخر,95,3,0.1,تحويل بنكي,جديد,5
ORD-10275,2025-03-05,أبها,إلكترونيات,شاحن سريع,59,4,0,بطاقة,جديد,5
ORD-10276,2025-03-05,الدمام,إلكترونيات,ساعة ذكية,399,1,0.1,محفظة إلكترونية,عائد,
ORD-10277,2025-03-06,جدة,أغذية,قهوة مختصة,65,3,0,بطاقة,عائد,5
ORD-10278,2025-03-06,جدة,كتب,كتاب برمجة,120,3,0.05,تحويل بنكي,جديد,5
ORD-10279,2025-03-06,مكة,المنزل,طقم أواني,299,1,0.2,الدفع عند الاستلام,عائد,2
ORD-10280,2025-03-06,مكة,كتب,كتاب برمجة,120,2,0.05,بطاقة,جديد,
ORD-10281,2025-03-06,مكة,أغذية,قهوة مختصة,65,1,0,بطاقة,عائد,4
ORD-10282,2025-03-06,المدينة,أغذية,تمر فاخر,95,2,0,بطاقة,جديد,3
ORD-10283,2025-03-06,الرياض,كتب,كتاب برمجة,120,2,0,بطاقة,جديد,
ORD-10284,2025-03-06,المدينة,أغذية,تمر فاخر,95,2,0.1,محفظة إلكترونية,عائد,
ORD-10285,2025-03-06,الرياض,المنزل,طقم أواني,299,2,0.2,محفظة إلكترونية,جديد,4
ORD-10286,2025-03-07,الرياض,أغذية,تمر فاخر,95,2,0,بطاقة,عائد,4
ORD-10287,2025-03-07,أبها,إلكترونيات,سماعة لاسلكية,149,1,0.2,الدفع عند الاستلام,عائد,5
ORD-10288,2025-03-07,جدة,المنزل,وسادة طبية,119,3,0,محفظة إلكترونية,جديد,4
ORD-10289,2025-03-07,الرياض,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,جديد,5
ORD-10290,2025-03-07,أبها,إلكترونيات,سماعة لاسلكية,149,4,0.05,محفظة إلكترونية,عائد,3
ORD-10291,2025-03-07,جدة,أغذية,تمر فاخر,95,1,0,بطاقة,جديد,3
ORD-10292,2025-03-07,الرياض,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,عائد,3
ORD-10293,2025-03-08,مكة,إلكترونيات,ساعة ذكية,399,1,0,تحويل بنكي,عائد,4
ORD-10294,2025-03-08,المدينة,أغذية,تمر فاخر,95,3,0,الدفع عند الاستلام,عائد,4
ORD-10295,2025-03-08,الرياض,أغذية,قهوة مختصة,65,2,0.05,بطاقة,عائد,5
ORD-10296,2025-03-08,الرياض,أغذية,تمر فاخر,95,1,0.05,تحويل بنكي,عائد,4
ORD-10297,2025-03-08,أبها,أغذية,تمر فاخر,95,1,0,تحويل بنكي,عائد,4
ORD-10298,2025-03-09,الرياض,أغذية,قهوة مختصة,65,2,0,الدفع عند الاستلام,عائد,
ORD-10299,2025-03-09,مكة,أغذية,قهوة مختصة,65,1,0,الدفع عند الاستلام,جديد,5
ORD-10300,2025-03-09,أبها,إلكترونيات,شاحن سريع,59,1,0.1,بطاقة,عائد,4
ORD-10301,2025-03-09,الرياض,أغذية,تمر فاخر,95,2,0,تحويل بنكي,عائد,3
ORD-10302,2025-03-09,الدمام,أغذية,قهوة مختصة,65,1,0,بطاقة,عائد,
ORD-10303,2025-03-09,الدمام,المنزل,وسادة طبية,119,1,0,تحويل بنكي,عائد,4
ORD-10304,2025-03-10,جدة,ملابس,جاكيت,199,1,0,تحويل بنكي,عائد,3
ORD-10305,2025-03-10,المدينة,أغذية,تمر فاخر,95,2,0,الدفع عند الاستلام,عائد,3
ORD-10306,2025-03-10,جدة,كتب,كتاب برمجة,120,1,0,بطاقة,عائد,1
ORD-10307,2025-03-10,جدة,ملابس,حذاء رياضي,249,1,0,بطاقة,عائد,
ORD-10308,2025-03-10,المدينة,كتب,كتاب برمجة,120,2,0,بطاقة,عائد,5
ORD-10309,2025-03-10,المدينة,ملابس,حذاء رياضي,249,3,0,الدفع عند الاستلام,جديد,5
ORD-10310,2025-03-11,جدة,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,عائد,4
ORD-10311,2025-03-11,الدمام,أغذية,عسل سدر,180,2,0,الدفع عند الاستلام,جديد,
ORD-10312,2025-03-11,الرياض,إلكترونيات,سماعة لاسلكية,149,2,0,الدفع عند الاستلام,جديد,2
ORD-10313,2025-03-11,أبها,أغذية,تمر فاخر,95,4,0.1,بطاقة,عائد,3
ORD-10314,2025-03-12,الدمام,أغذية,تمر فاخر,95,2,0,الدفع عند الاستلام,عائد,4
ORD-10315,2025-03-12,المدينة,المنزل,مصباح مكتب,89,4,0,محفظة إلكترونية,عائد,4
ORD-10316,2025-03-12,جدة,كتب,كتاب برمجة,120,1,0.1,بطاقة,عائد,2
ORD-10317,2025-03-12,مكة,إلكترونيات,لوحة مفاتيح,129,3,0.05,الدفع عند الاستلام,عائد,5
ORD-10318,2025-03-12,الدمام,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,جديد,4
ORD-10319,2025-03-13,مكة,إلكترونيات,ساعة ذكية,399,4,0,محفظة إلكترونية,جديد,4
ORD-10320,2025-03-13,مكة,إلكترونيات,ساعة ذكية,399,2,0.1,بطاقة,عائد,3
ORD-10321,2025-03-13,جدة,أغذية,تمر فاخر,95,2,0,بطاقة,جديد,4
ORD-10322,2025-03-13,مكة,ملابس,حذاء رياضي,249,1,0,بطاقة,جديد,3
ORD-10323,2025-03-13,جدة,ملابس,حذاء رياضي,249,1,0,محفظة إلكترونية,جديد,5
ORD-10324,2025-03-13,الرياض,كتب,كتاب برمجة,120,3,0,محفظة إلكترونية,عائد,4
ORD-10325,2025-03-14,الدمام,كتب,رواية,45,1,0,محفظة إلكترونية,جديد,5
ORD-10326,2025-03-14,المدينة,أغذية,عسل سدر,180,2,0,الدفع عند الاستلام,جديد,4
ORD-10327,2025-03-14,جدة,أغذية,تمر فاخر,95,3,0.05,الدفع عند الاستلام,جديد,4
ORD-10328,2025-03-14,المدينة,كتب,كتاب برمجة,120,2,0,تحويل بنكي,جديد,3
ORD-10329,2025-03-14,مكة,أغذية,قهوة مختصة,65,2,0.2,الدفع عند الاستلام,عائد,3
ORD-10330,2025-03-14,الرياض,أغذية,عسل سدر,180,1,0,محفظة إلكترونية,عائد,
ORD-10331,2025-03-14,الرياض,أغذية,تمر فاخر,95,3,0.1,الدفع عند الاستلام,عائد,3
ORD-10332,2025-03-14,جدة,المنزل,طقم أواني,299,2,0,الدفع عند الاستلام,عائد,4
ORD-10333,2025-03-15,جدة,أغذية,تمر فاخر,95,4,0,تحويل بنكي,عائد,5
ORD-10334,2025-03-15,جدة,أغذية,تمر فاخر,95,1,0,الدفع عند الاستلام,جديد,5
ORD-10335,2025-03-15,الرياض,إلكترونيات,سماعة لاسلكية,149,2,0,تحويل بنكي,جديد,1
ORD-10336,2025-03-15,الرياض,المنزل,مصباح مكتب,89,2,0,محفظة إلكترونية,عائد,
ORD-10337,2025-03-15,الرياض,كتب,رواية,45,3,0.05,تحويل بنكي,جديد,4
ORD-10338,2025-03-16,الدمام,المنزل,وسادة طبية,119,1,0,بطاقة,جديد,3
ORD-10339,2025-03-16,جدة,كتب,رواية,45,2,0,بطاقة,عائد,2
ORD-10340,2025-03-16,المدينة,أغذية,عسل سدر,180,1,0,بطاقة,جديد,4
ORD-10341,2025-03-16,جدة,أغذية,تمر فاخر,95,2,0.05,بطاقة,عائد,5
ORD-10342,2025-03-16,مكة,المنزل,مصباح مكتب,89,4,0,بطاقة,جديد,1
ORD-10343,2025-03-16,جدة,أغذية,تمر فاخر,95,2,0,بطاقة,عائد,5
ORD-10344,2025-03-17,الرياض,أغذية,تمر فاخر,95,1,0,بطاقة,عائد,3
ORD-10345,2025-03-17,جدة,كتب,كتاب برمجة,120,2,0.1,محفظة إلكترونية,عائد,5
ORD-10346,2025-03-17,جدة,إلكترونيات,لوحة مفاتيح,129,1,0.1,محفظة إلكترونية,عائد,4
ORD-10347,2025-03-17,المدينة,ملابس,جاكيت,199,1,0,محفظة إلكترونية,جديد,5
ORD-10348,2025-03-17,جدة,أغذية,تمر فاخر,95,4,0,بطاقة,جديد,5
ORD-10349,2025-03-18,جدة,أغذية,تمر فاخر,95,2,0,بطاقة,عائد,
ORD-10350,2025-03-18,أبها,أغذية,قهوة مختصة,65,3,0.05,الدفع عند الاستلام,جديد,4
ORD-10351,2025-03-18,جدة,أغذية,تمر فاخر,95,1,0.05,بطاقة,جديد,5
ORD-10352,2025-03-18,المدينة,أغذية,قهوة مختصة,65,3,0.2,الدفع عند الاستلام,عائد,5
ORD-10353,2025-03-18,جدة,ملابس,حذاء رياضي,249,1,0.1,الدفع عند الاستلام,جديد,4
ORD-10354,2025-03-18,أبها,المنزل,وسادة طبية,119,1,0,محفظة إلكترونية,جديد,5
ORD-10355,2025-03-18,الدمام,إلكترونيات,سماعة لاسلكية,149,3,0,بطاقة,عائد,5
ORD-10356,2025-03-18,المدينة,إلكترونيات,سماعة لاسلكية,149,1,0.1,بطاقة,جديد,3
ORD-10357,2025-03-19,جدة,المنزل,وسادة طبية,119,3,0,الدفع عند الاستلام,عائد,
ORD-10358,2025-03-19,الرياض,إلكترونيات,شاحن سريع,59,2,0,محفظة إلكترونية,جديد,3
ORD-10359,2025-03-19,الدمام,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,جديد,4
ORD-10360,2025-03-19,المدينة,أغذية,تمر فاخر,95,3,0.1,محفظة إلكترونية,عائد,
ORD-10361,2025-03-19,جدة,ملابس,حذاء رياضي,249,3,0.05,محفظة إلكترونية,جديد,5
ORD-10362,2025-03-20,مكة,أغذية,قهوة مختصة,65,2,0,الدفع عند الاستلام,عائد,
ORD-10363,2025-03-20,الدمام,المنزل,مصباح مكتب,89,2,0,بطاقة,جديد,
ORD-10364,2025-03-20,جدة,المنزل,وسادة طبية,119,1,0,بطاقة,عائد,3
ORD-10365,2025-03-20,الرياض,إلكترونيات,لوحة مفاتيح,129,1,0,بطاقة,جديد,5
ORD-10366,2025-03-20,أبها,إلكترونيات,لوحة مفاتيح,129,2,0.05,بطاقة,عائد,4
ORD-10367,2025-03-20,الرياض,المنزل,وسادة طبية,119,2,0.05,بطاقة,جديد,1
ORD-10368,2025-03-20,المدينة,ملابس,جاكيت,199,1,0,الدفع عند الاستلام,جديد,4
ORD-10369,2025-03-21,الدمام,ملابس,جاكيت,199,1,0,بطاقة,عائد,4
ORD-10370,2025-03-21,المدينة,ملابس,قميص قطني,79,4,0,بطاقة,عائد,4
ORD-10371,2025-03-21,الرياض,أغذية,قهوة مختصة,65,2,0.1,بطاقة,جديد,4
ORD-10372,2025-03-21,الرياض,إلكترونيات,شاحن سريع,59,2,0.2,الدفع عند الاستلام,عائد,5
ORD-10373,2025-03-21,أبها,إلكترونيات,ساعة ذكية,399,1,0.2,بطاقة,جديد,5
ORD-10374,2025-03-21,جدة,أغذية,تمر فاخر,95,3,0,محفظة إلكترونية,جديد,4
ORD-10375,2025-03-21,جدة,إلكترونيات,ساعة ذكية,399,1,0,محفظة إلكترونية,عائد,
ORD-10376,2025-03-22,الدمام,المنزل,وسادة طبية,119,1,0,بطاقة,جديد,4
ORD-10377,2025-03-22,جدة,ملابس,جاكيت,199,2,0,الدفع عند الاستلام,عائد,5
ORD-10378,2025-03-22,المدينة,كتب,رواية,45,1,0,محفظة إلكترونية,عائد,2
ORD-10379,2025-03-22,أبها,إلكترونيات,سماعة لاسلكية,149,1,0,محفظة إلكترونية,عائد,4
ORD-10380,2025-03-22,الرياض,إلكترونيات,لوحة مفاتيح,129,1,0.1,بطاقة,جديد,5
ORD-10381,2025-03-22,جدة,أغذية,قهوة مختصة,65,4,0,الدفع عند الاستلام,عائد,3
ORD-10382,2025-03-22,الرياض,ملابس,قميص قطني,79,3,0,الدفع عند الاستلام,جديد,
ORD-10383,2025-03-23,جدة,المنزل,مصباح مكتب,89,1,0,بطاقة,عائد,4
ORD-10384,2025-03-23,الدمام,إلكترونيات,شاحن سريع,59,2,0,تحويل بنكي,عائد,5
ORD-10385,2025-03-23,جدة,كتب,رواية,45,1,0.05,بطاقة,جديد,3
ORD-10386,2025-03-23,الرياض,إلكترونيات,ساعة ذكية,399,1,0.1,الدفع عند الاستلام,عائد,4
ORD-10387,2025-03-23,جدة,ملابس,حذاء رياضي,249,1,0.05,محفظة إلكترونية,عائد,4
ORD-10388,2025-03-24,الرياض,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,عائد,3
ORD-10389,2025-03-24,الدمام,إلكترونيات,ساعة ذكية,399,2,0,الدفع عند الاستلام,جديد,4
ORD-10390,2025-03-24,الدمام,أغذية,تمر فاخر,95,1,0,بطاقة,جديد,5
ORD-10391,2025-03-24,الرياض,ملابس,قميص قطني,79,1,0,بطاقة,عائد,5
ORD-10392,2025-03-24,الرياض,أغذية,تمر فاخر,95,2,0,محفظة إلكترونية,جديد,4
ORD-10393,2025-03-25,أبها,إلكترونيات,ساعة ذكية,399,1,0,محفظة إلكترونية,عائد,4
ORD-10394,2025-03-25,الدمام,إلكترونيات,لوحة مفاتيح,129,2,0,بطاقة,عائد,4
ORD-10395,2025-03-25,أبها,أغذية,تمر فاخر,95,1,0.1,بطاقة,عائد,5
ORD-10396,2025-03-25,الرياض,أغذية,تمر فاخر,95,2,0,الدفع عند الاستلام,جديد,2
ORD-10397,2025-03-25,جدة,أغذية,تمر فاخر,95,1,0.05,بطاقة,جديد,3
ORD-10398,2025-03-26,جدة,إلكترونيات,سماعة لاسلكية,149,3,0,محفظة إلكترونية,جديد,4
ORD-10399,2025-03-26,جدة,كتب,كتاب برمجة,120,3,0,بطاقة,عائد,5
ORD-10400,2025-03-26,مكة,أغذية,قهوة مختصة,65,4,0,تحويل بنكي,عائد,4
ORD-10401,2025-03-26,أبها,أغذية,تمر فاخر,95,1,0,بطاقة,جديد,2
ORD-10402,2025-03-26,جدة,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,جديد,5
ORD-10403,2025-03-27,الرياض,أغذية,تمر فاخر,95,1,0,محفظة إلكترونية,عائد,5
ORD-10404,2025-03-27,الرياض,كتب,رواية,45,2,0,الدفع عند الاستلام,عائد,
ORD-10405,2025-03-27,المدينة,إلكترونيات,لوحة مفاتيح,129,2,0,محفظة إلكترونية,عائد,5
ORD-10406,2025-03-27,أبها,ملابس,جاكيت,199,1,0.05,تحويل بنكي,عائد,
ORD-10407,2025-03-27,جدة,ملابس,حذاء رياضي,249,1,0.05,الدفع عند الاستلام,عائد,5
ORD-10408,2025-03-27,جدة,أغذية,تمر فاخر,95,2,0.2,الدفع عند الاستلام,عائد,
ORD-10409,2025-03-28,المدينة,أغذية,قهوة مختصة,65,1,0,بطاقة,عائد,5
ORD-10410,2025-03-28,الدمام,ملابس,قميص قطني,79,1,0,بطاقة,عائد,4
ORD-10411,2025-03-28,جدة,إلكترونيات,لوحة مفاتيح,129,3,0,محفظة إلكترونية,جديد,4
ORD-10412,2025-03-28,الدمام,أغذية,تمر فاخر,95,4,0,الدفع عند الاستلام,جديد,5
ORD-10413,2025-03-28,المدينة,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,جديد,
ORD-10414,2025-03-28,جدة,أغذية,تمر فاخر,95,1,0.2,بطاقة,جديد,4
ORD-10415,2025-03-28,الرياض,أغذية,تمر فاخر,95,4,0,الدفع عند الاستلام,عائد,5
ORD-10416,2025-03-29,المدينة,ملابس,حذاء رياضي,249,1,0,الدفع عند الاستلام,عائد,4
ORD-10417,2025-03-29,الرياض,كتب,كتاب برمجة,120,1,0.05,محفظة إلكترونية,جديد,3
ORD-10418,2025-03-29,الرياض,ملابس,حذاء رياضي,249,1,0.05,بطاقة,عائد,4
ORD-10419,2025-03-29,جدة,كتب,رواية,45,1,0,بطاقة,عائد,5
ORD-10420,2025-03-29,الدمام,أغذية,عسل سدر,180,2,0,محفظة إلكترونية,عائد,4
ORD-10421,2025-03-29,الرياض,كتب,كتاب برمجة,120,1,0,بطاقة,جديد,3
ORD-10422,2025-03-29,جدة,المنزل,مصباح مكتب,89,1,0,بطاقة,جديد,5
ORD-10423,2025-03-30,الرياض,ملابس,قميص قطني,79,2,0,بطاقة,عائد,
ORD-10424,2025-03-30,مكة,ملابس,حذاء رياضي,249,3,0.2,بطاقة,جديد,
ORD-10425,2025-03-30,المدينة,أغذية,تمر فاخر,95,1,0,الدفع عند الاستلام,جديد,4
ORD-10426,2025-03-30,الرياض,المنزل,طقم أواني,299,2,0,بطاقة,جديد,5
ORD-10427,2025-03-30,المدينة,أغذية,تمر فاخر,95,2,0.05,بطاقة,عائد,
ORD-10428,2025-03-30,أبها,ملابس,قميص قطني,79,1,0,محفظة إلكترونية,عائد,5
ORD-10429,2025-03-30,الرياض,أغذية,تمر فاخر,95,1,0.1,محفظة إلكترونية,جديد,3
ORD-10430,2025-03-30,المدينة,إلكترونيات,سماعة لاسلكية,149,2,0.1,تحويل بنكي,عائد,5
ORD-10431,2025-03-31,جدة,إلكترونيات,شاحن سريع,59,4,0.05,محفظة إلكترونية,جديد,4
ORD-10432,2025-03-31,الرياض,إلكترونيات,لوحة مفاتيح,129,2,0,بطاقة,عائد,4
ORD-10433,2025-03-31,جدة,المنزل,طقم أواني,299,3,0.1,بطاقة,جديد,5
ORD-10434,2025-03-31,الدمام,إلكترونيات,شاحن سريع,59,1,0,بطاقة,عائد,3
ORD-10435,2025-03-31,الدمام,أغذية,قهوة مختصة,65,3,0,الدفع عند الاستلام,عائد,
ORD-10436,2025-03-31,أبها,إلكترونيات,ساعة ذكية,399,2,0.05,تحويل بنكي,جديد,
ORD-10437,2025-03-31,الرياض,إلكترونيات,سماعة لاسلكية,149,1,0,محفظة إلكترونية,جديد,2
ORD-10438,2025-04-01,الرياض,ملابس,حذاء رياضي,249,1,0,محفظة إلكترونية,عائد,4
ORD-10439,2025-04-01,الرياض,المنزل,طقم أواني,299,1,0,بطاقة,عائد,4
ORD-10440,2025-04-01,جدة,أغذية,تمر فاخر,95,1,0.05,محفظة إلكترونية,عائد,1
ORD-10441,2025-04-01,الرياض,إلكترونيات,لوحة مفاتيح,129,1,0,الدفع عند الاستلام,جديد,5
ORD-10442,2025-04-02,الرياض,كتب,كتاب برمجة,120,2,0,بطاقة,عائد,5
ORD-10443,2025-04-02,الدمام,المنزل,طقم أواني,299,1,0.2,محفظة إلكترونية,عائد,4
ORD-10444,2025-04-02,الدمام,أغذية,عسل سدر,180,1,0,الدفع عند الاستلام,عائد,5
ORD-10445,2025-04-02,الدمام,أغذية,قهوة مختصة,65,4,0,محفظة إلكترونية,عائد,4
ORD-10446,2025-04-03,الدمام,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,جديد,
ORD-10447,2025-04-03,الرياض,إلكترونيات,لوحة مفاتيح,129,2,0.05,محفظة إلكترونية,عائد,4
ORD-10448,2025-04-03,جدة,أغذية,تمر فاخر,95,3,0.1,بطاقة,عائد,5
ORD-10449,2025-04-03,الرياض,المنزل,وسادة طبية,119,1,0.05,بطاقة,جديد,5
ORD-10450,2025-04-03,الرياض,المنزل,طقم أواني,299,2,0,بطاقة,جديد,1
ORD-10451,2025-04-03,الرياض,إلكترونيات,لوحة مفاتيح,129,3,0.1,بطاقة,عائد,1
ORD-10452,2025-04-03,أبها,أغذية,عسل سدر,180,3,0,تحويل بنكي,جديد,4
ORD-10453,2025-04-04,الرياض,كتب,رواية,45,1,0,الدفع عند الاستلام,عائد,
ORD-10454,2025-04-04,الدمام,ملابس,حذاء رياضي,249,3,0,محفظة إلكترونية,عائد,5
ORD-10455,2025-04-04,المدينة,أغذية,قهوة مختصة,65,2,0.1,بطاقة,عائد,
ORD-10456,2025-04-04,الرياض,أغذية,قهوة مختصة,65,3,0,محفظة إلكترونية,عائد,5
ORD-10457,2025-04-04,الدمام,ملابس,حذاء رياضي,249,1,0,تحويل بنكي,جديد,5
ORD-10458,2025-04-04,الدمام,أغذية,تمر فاخر,95,2,0,الدفع عند الاستلام,عائد,5
ORD-10459,2025-04-05,الرياض,ملابس,جاكيت,199,2,0,بطاقة,جديد,5
ORD-10460,2025-04-05,المدينة,إلكترونيات,شاحن سريع,59,4,0.05,بطاقة,عائد,5
ORD-10461,2025-04-05,جدة,إلكترونيات,سماعة لاسلكية,149,2,0,الدفع عند الاستلام,عائد,4
ORD-10462,2025-04-05,الدمام,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,جديد,5
ORD-10463,2025-04-05,الدمام,إلكترونيات,ساعة ذكية,399,3,0.05,الدفع عند الاستلام,عائد,4
ORD-10464,2025-04-05,المدينة,أغذية,تمر فاخر,95,4,0,تحويل بنكي,عائد,3
ORD-10465,2025-04-06,جدة,أغذية,قهوة مختصة,65,1,0.05,بطاقة,عائد,3
ORD-10466,2025-04-06,الرياض,إلكترونيات,ساعة ذكية,399,1,0,الدفع عند الاستلام,عائد,5
ORD-10467,2025-04-06,الرياض,كتب,رواية,45,1,0,محفظة إلكترونية,جديد,5
ORD-10468,2025-04-06,الرياض,المنزل,وسادة طبية,119,3,0.05,تحويل بنكي,جديد,4
ORD-10469,2025-04-06,مكة,إلكترونيات,شاحن سريع,59,3,0,محفظة إلكترونية,عائد,4
ORD-10470,2025-04-06,مكة,أغذية,عسل سدر,180,3,0,بطاقة,عائد,
ORD-10471,2025-04-07,الرياض,ملابس,حذاء رياضي,249,4,0.2,محفظة إلكترونية,عائد,4
ORD-10472,2025-04-07,جدة,أغذية,تمر فاخر,95,3,0,بطاقة,جديد,5
ORD-10473,2025-04-07,الرياض,أغذية,قهوة مختصة,65,1,0,الدفع عند الاستلام,عائد,1
ORD-10474,2025-04-07,الدمام,ملابس,حذاء رياضي,249,1,0,الدفع عند الاستلام,جديد,
ORD-10475,2025-04-07,جدة,إلكترونيات,شاحن سريع,59,1,0.1,محفظة إلكترونية,عائد,5
ORD-10476,2025-04-07,الرياض,المنزل,وسادة طبية,119,1,0,بطاقة,عائد,3
ORD-10477,2025-04-08,الرياض,أغذية,قهوة مختصة,65,3,0,بطاقة,عائد,5
ORD-10478,2025-04-08,الدمام,كتب,كتاب برمجة,120,2,0,بطاقة,عائد,
ORD-10479,2025-04-08,أبها,إلكترونيات,سماعة لاسلكية,149,1,0.05,محفظة إلكترونية,عائد,4
ORD-10480,2025-04-08,الرياض,المنزل,مصباح مكتب,89,2,0.05,تحويل بنكي,عائد,4
ORD-10481,2025-04-08,المدينة,المنزل,وسادة طبية,119,1,0,تحويل بنكي,عائد,2
ORD-10482,2025-04-08,مكة,إلكترونيات,سماعة لاسلكية,149,1,0,بطاقة,جديد,4
ORD-10483,2025-04-09,الرياض,ملابس,قميص قطني,79,1,0,بطاقة,جديد,5
ORD-10484,2025-04-09,جدة,إلكترونيات,شاحن سريع,59,2,0.1,بطاقة,عائد,5
ORD-10485,2025-04-09,جدة,ملابس,حذاء رياضي,249,1,0,بطاقة,عائد,
ORD-10486,2025-04-10,الرياض,ملابس,جاكيت,199,3,0,محفظة إلكترونية,عائد,5
ORD-10487,2025-04-10,جدة,إلكترونيات,سماعة لاسلكية,149,1,0,محفظة إلكترونية,جديد,2
ORD-10488,2025-04-10,الرياض,أغذية,تمر فاخر,95,3,0,محفظة إلكترونية,عائد,3
ORD-10489,2025-04-10,جدة,أغذية,تمر فاخر,95,2,0,بطاقة,عائد,3
ORD-10490,2025-04-10,الدمام,إلكترونيات,ساعة ذكية,399,3,0,محفظة إلكترونية,جديد,4
ORD-10491,2025-04-10,مكة,كتب,كتاب برمجة,120,1,0,محفظة إلكترونية,عائد,4
ORD-10492,2025-04-11,مكة,المنزل,مصباح مكتب,89,1,0,محفظة إلكترونية,عائد,3
ORD-10493,2025-04-11,أبها,المنزل,مصباح مكتب,89,2,0,محفظة إلكترونية,جديد,3
ORD-10494,2025-04-11,مكة,إلكترونيات,سماعة لاسلكية,149,1,0,محفظة إلكترونية,جديد,5
ORD-10495,2025-04-11,المدينة,إلكترونيات,سماعة لاسلكية,149,1,0.05,محفظة إلكترونية,جديد,2
ORD-10496,2025-04-11,أبها,المنزل,مصباح مكتب,89,3,0.05,بطاقة,جديد,
ORD-10497,2025-04-11,الرياض,ملابس,جاكيت,199,1,0,الدفع عند الاستلام,جديد,1
ORD-10498,2025-04-12,المدينة,إلكترونيات,شاحن سريع,59,2,0,الدفع عند الاستلام,جديد,5
ORD-10499,2025-04-12,الرياض,المنزل,وسادة طبية,119,1,0,بطاقة,عائد,4
ORD-10500,2025-04-12,مكة,أغذية,تمر فاخر,95,1,0,الدفع عند الاستلام,جديد,5
ORD-10501,2025-04-13,الرياض,ملابس,حذاء رياضي,249,2,0,محفظة إلكترونية,عائد,5
ORD-10502,2025-04-13,الرياض,المنزل,وسادة طبية,119,1,0,الدفع عند الاستلام,عائد,4
ORD-10503,2025-04-13,الدمام,إلكترونيات,شاحن سريع,59,1,0,بطاقة,عائد,4
ORD-10504,2025-04-13,المدينة,أغذية,عسل سدر,180,3,0,بطاقة,عائد,
ORD-10505,2025-04-14,مكة,المنزل,وسادة طبية,119,2,0,بطاقة,جديد,5
ORD-10506,2025-04-14,الدمام,أغذية,عسل سدر,180,3,0,محفظة إلكترونية,عائد,4
ORD-10507,2025-04-14,مكة,المنزل,مصباح مكتب,89,2,0,بطاقة,عائد,5
ORD-10508,2025-04-14,جدة,إلكترونيات,لوحة مفاتيح,129,3,0.2,الدفع عند الاستلام,جديد,4
ORD-10509,2025-04-14,الدمام,كتب,كتاب برمجة,120,3,0,محفظة إلكترونية,جديد,3
ORD-10510,2025-04-14,الدمام,أغذية,قهوة مختصة,65,1,0,بطاقة,عائد,5
ORD-10511,2025-04-15,الرياض,إلكترونيات,ساعة ذكية,399,2,0.05,محفظة إلكترونية,عائد,3
ORD-10512,2025-04-15,الرياض,أغذية,عسل سدر,180,2,0,تحويل بنكي,جديد,4
ORD-10513,2025-04-15,مكة,إلكترونيات,لوحة مفاتيح,129,1,0,محفظة إلكترونية,عائد,4
ORD-10514,2025-04-15,المدينة,إلكترونيات,ساعة ذكية,399,4,0.1,الدفع عند الاستلام,عائد,5
ORD-10515,2025-04-15,الدمام,كتب,رواية,45,3,0,بطاقة,عائد,3
ORD-10516,2025-04-16,الرياض,المنزل,طقم أواني,299,1,0,محفظة إلكترونية,جديد,5
